"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Organization.Division.LongName","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.ProgramElement.Code.1","Award.ProgramElement.Text.1","Award.Investigator.FirstName.2","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.ProgramReference.Code.2","Award.ProgramReference.Text.2","Award.Investigator.FirstName.3","Award.ProgramElement.Code.3","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Text.5","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.FoaInformation.Code.3","Award.FoaInformation.Name.3","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Code.9","Award.ProgramElement.Code.10","Award.ProgramElement.Code.11","Award.ProgramElement.Code.12","Award.ProgramElement.Code.13","Award.ProgramElement.Code.14","Award.ProgramElement.Code.15","Award.ProgramElement.Code.16","Award.ProgramElement.Code.17","Award.ProgramElement.Code.18","Award.ProgramElement.Code.19","Award.ProgramElement.Code.20","Award.ProgramElement.Code.21","Award.ProgramElement.Code.22","Award.ProgramElement.Code.23","Award.ProgramElement.Code.24","Award.ProgramElement.Code.25","Award.ProgramElement.Code.26","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6","Award.FoaInformation.Code.4","Award.FoaInformation.Name.4","Award.Investigator.FirstName.4","Award.ProgramElement.Text.6"
"1388",1388,"Symbiotic Nitrogen Fixation in Azolla-Anabaena","12/15/1974","08/04/1979",110000,"Standard Grant",8010208,"Direct For Biological Sciences","name not available","11/26/1974","02/04/1977",7411679,"Berger","Mayne","12/15/1974","Co-Principal Investigator","Charles F Kettering Research Laboratory","Yellow Springs",45387,NA,NA,"United States","Ohio","OH","Division Of Environmental Biology",NA,NA,"Gerald","Peters","12/15/1974","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389",1389,"Various Topics in Theoretical Physics","06/01/1974","11/30/1976",177000,"Standard Grant",3010500,"Direct For Mathematical & Physical Scien","name not available","06/20/1974","06/09/1975",7411688,"Henry","Primakoff","06/01/1974","Co-Principal Investigator","University of Pennsylvania","Philadelphia",191046205,2158987293,"Research Services","United States","Pennsylvania","PA","Division Of Physics",NA,NA,"Ralph","Amado","06/01/1974","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390",1390,"Collisions Involving Helium Atoms in High Rydberg States","06/01/1974","11/30/1976",67300,"Continuing grant",3010100,"Direct For Mathematical & Physical Scien","name not available","05/30/1974","02/11/1975",7411690,"R","Stebbings","06/01/1974","Principal Investigator","William Marsh Rice University","Houston",770051827,7133484820,"6100 MAIN ST","United States","Texas","TX","Division Of Physics",1271,"COMPUTATIONAL MATHEMATICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391",1391,"1973 Institutional Grant For Science","12/31/1973","11/30/1973",5300,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","name not available","12/31/1973","12/31/1973",7411693,"Jeremy","Taylor","12/31/1973","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,6082623822,"21 North Park Street","United States","Wisconsin","WI","Division of Grants and Agreements",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392",1392,"1973 Institutional Grant For Science","12/31/1973","11/30/1973",15650,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","name not available","12/31/1973","12/31/1973",7411701,".","None","12/31/1973","Principal Investigator","Indiana University","Bloomington",474013654,8128550516,"509 E 3RD ST","United States","Indiana","IN","Division of Grants and Agreements",2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393",1393,"Purchase of Hydrostatic Extrusion Machine","03/01/1974","02/28/1975",0,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","name not available",NA,NA,7411707,"Oleg","DATA NOT AVAILABLE","03/01/1974","Principal Investigator","Stanford University","Palo Alto",943041212,6507232300,"3160 Porter Drive","United States","California","CA","Division Of Materials Research",NA,NA,NA,"Sherby","03/01/1974","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394",1394,"Velocity Autocorrelation","04/15/1975","11/30/1977",87200,"Continuing grant",3010100,"Direct For Mathematical & Physical Scien","name not available","04/25/1975","02/12/1976",7411714,"Yong","Kim","04/15/1975","Principal Investigator","Lehigh University","Bethlehem",180153005,6107583021,"Alumni Building 27","United States","Pennsylvania","PA","Division Of Physics",1271,"COMPUTATIONAL MATHEMATICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395",1395,"Undergraduate Research Participation","03/15/1974","01/31/1975",0,"Standard Grant",5020400,"Direct For Computer & Info Scie & Enginr","name not available",NA,NA,7411718,"Paul","Richardson","03/15/1974","Principal Investigator","Oklahoma State University","Stillwater",740781011,4057449995,"101 WHITEHURST HALL","United States","Oklahoma","OK","Div Of Information & Intelligent Systems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396",1396,"Metalworking Under Pressure: a Substitutional Technology ForEnergy and Materials Conservation","06/01/1974","11/30/1975",76800,"Standard Grant",7000000,"Directorate For Engineering","name not available","06/10/1974","10/03/1975",7411744,"Sten","Samson","06/01/1974","Co-Principal Investigator","Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States","Pennsylvania","PA","Directorate For Engineering",NA,NA,"Alfred","Bobrowsky","06/01/1974","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397",1397,"Photochemical Formation of Oxygen","08/01/1974","01/31/1978",126400,"Continuing grant",8070400,"Direct For Biological Sciences","name not available","05/24/1974","06/24/1977",7411747,"David","Mauzerall","08/01/1974","Principal Investigator","Rockefeller University","NEW YORK",100656399,2123278309,"1230 YORK AVENUE","United States","New York","NY","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398",1398,"Molecular Complexes Produced in Layered Transition Element Dichalcogenides By Intercalation","08/21/1974","08/31/1977",36000,"Standard Grant",3070007,"Direct For Mathematical & Physical Scien","name not available","08/21/1974","08/26/1976",7411752,"Juana","Acrivos","08/21/1974","Principal Investigator","San Jose State University","san jose",951920139,4082772000,"Washington Square","United States","California","CA","Division Of Materials Research",1762,"SOLID STATE & MATERIALS CHEMIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399",1399,"Solids By Positron Annihilation","03/15/1974","08/31/1977",48000,"Continuing grant",3070300,"Direct For Mathematical & Physical Scien","name not available","03/29/1974","03/29/1974",7411768,"Werner","Brandt","03/15/1974","Principal Investigator","New York University","NEW YORK",100121019,2129982121,"70 WASHINGTON SQUARE S","United States","New York","NY","Division Of Materials Research",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1400",1400,"Photoresist Modeling and Device Fabrication Applications","01/01/1975","06/30/1977",65000,"Standard Grant",3030502,"Direct For Mathematical & Physical Scien","name not available","12/12/1974","12/12/1974",7411771,"A.","Neureuther","01/01/1975","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,5106428109,"Sponsored Projects Office","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401",1401,"Regulation of Rna and Ribosome Formation and Breakdown in Bacterial Cells","04/15/1974","02/28/1978",144000,"Standard Grant",8070400,"Direct For Biological Sciences","name not available","04/09/1974","08/29/1975",7411779,"David","Schlessinger","04/15/1974","Principal Investigator","Washington University School of Medicine","Saint Louis",631304862,3147474134,"Campus Box 1054","United States","Missouri","MO","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1402",1402,"Gene Expression of Bacteria and Bacterial Viruses","07/01/1974","12/31/1976",60000,"Standard Grant",8070100,"Direct For Biological Sciences","name not available","05/20/1974","05/20/1974",7411780,"David","Kennell","07/01/1974","Principal Investigator","Washington University School of Medicine","Saint Louis",631304862,3147474134,"Campus Box 1054","United States","Missouri","MO","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1403",1403,"Controlling Pesticide Contamination of the San Joaquin Valley","09/01/1974","02/28/1977",278900,"Continuing grant",8010208,"Direct For Biological Sciences","name not available","09/03/1974","08/14/1975",7411783,"Ming-Yu","Li","09/01/1974","Principal Investigator","University of California-Davis","Davis",956186134,5307547700,"OR/Sponsored Programs","United States","California","CA","Division Of Environmental Biology",1128,"POP & COMMUNITY ECOL CLUSTER","Ming Yu","Li","09/01/1974","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1404",1404,"Dissertation Research-Monograph of the Genus Zexmenia (Asteraceae)","09/01/1974","02/28/1977",3300,"Standard Grant",8010207,"Direct For Biological Sciences","name not available","09/12/1974","09/12/1974",7411785,"Arthur","Cronquist","09/01/1974","Principal Investigator","New York Botanical Garden","Bronx",104585126,7188178840,"2900 Southern Blvd","United States","New York","NY","Division Of Environmental Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1405",1405,"Inhibitory Factor in Corn Extracts and Resistance of Corn To Bacterial Leaf and Stalk Rot","07/01/1975","12/31/1977",46000,"Continuing grant",8070400,"Direct For Biological Sciences","name not available","06/27/1975","05/10/1976",7411786,"Arthur","Kelman","07/01/1975","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,6082623822,"21 North Park Street","United States","Wisconsin","WI","Div Of Molecular and Cellular Bioscience",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1406",1406,"Regulation of Differentiation in ?caulobacter Crescentus","04/01/1974","09/30/1977",107800,"Continuing grant",8090100,"Direct For Biological Sciences","name not available","04/05/1974","05/20/1976",7411790,"Lucy","Shapiro","04/01/1974","Principal Investigator","Yeshiva University, Albert Einstein College of Medicine","Bronx",104587809,NA,"500 West 185th Street","United States","New York","NY","Division Of Integrative Organismal Sys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1407",1407,"Free Radical Reactions of Teteazene-Metal Ion Complexes","11/15/1974","04/30/1977",46000,"Standard Grant",3090102,"Direct For Mathematical & Physical Scien","name not available","11/04/1974","01/23/1976",7411792,"Christoph","Michejda","11/15/1974","Principal Investigator","University of Nebraska-Lincoln","Lincoln",685031435,4024723171,"151 Prem S. Paul Research Center","United States","Nebraska","NE","Division Of Chemistry",1912,"ORGANIC CHEMICAL DYNAMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1408",1408,"Theory of Interaction of Mesons and Nucleons With Nuclei","04/01/1974","09/30/1977",52400,"Standard Grant",3010500,"Direct For Mathematical & Physical Scien","name not available","04/10/1974","03/29/1976",7411793,"Morton","Sternheim","04/01/1974","Principal Investigator","University of Massachusetts Amherst","Hadley",10359450,4135450698,"Research Administration Building","United States","Massachusetts","MA","Division Of Physics",1276,"OTHER THEORETICAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409",1409,"Genecological Studies in Pinus Rigida","04/01/1974","12/31/1977",101000,"Continuing grant",8010207,"Direct For Biological Sciences","name not available","03/14/1974","07/01/1976",7411794,"F.","Ledig","04/01/1974","Principal Investigator","Yale University","New Haven",65208327,2037854689,"Office of Sponsored Projects","United States","Connecticut","CT","Division Of Environmental Biology",1127,"EVOLUTIONARY PROCESSES CLUSTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1410",1410,"Switching and Related Effects in Organic Polymers","07/01/1974","12/31/1977",50500,"Standard Grant",1090000,"Office Of The Director","name not available","06/07/1974","06/07/1974",7411797,NA,"DATA NOT AVAILABLE","07/01/1974","Principal Investigator","Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States","Pennsylvania","PA","Office Of Internatl Science &Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411",1411,"Doctoral Dissertation Research in Linguistics","04/01/1974","09/30/1975",0,"Standard Grant",8040103,"Direct For Biological Sciences","name not available",NA,NA,7411805,"William","Labov","04/01/1974","Principal Investigator","University of Pennsylvania","Philadelphia",191046205,2158987293,"Research Services","United States","Pennsylvania","PA","Emerging Frontiers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412",1412,"Research on Extragalactic Astronomy","03/01/1975","08/31/1977",31900,"Standard Grant",1090000,"Office Of The Director","name not available","02/27/1975","02/27/1975",7411814,"Halton","Arp","03/01/1975","Principal Investigator","Carnegie Institution of Washington","WASHINGTON",200051910,2023876400,"1530 P ST NW","United States","District of Columbia","DC","Office Of Internatl Science &Engineering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1413",1413,"Structural Chemistry","12/01/1974","05/31/1978",55100,"Standard Grant",3070007,"Direct For Mathematical & Physical Scien","name not available","11/27/1974","03/16/1977",7411818,"Lewis","Katz","12/01/1974","Principal Investigator","University of Connecticut","Storrs",62691133,8604863622,"438 Whitney Road Ext.","United States","Connecticut","CT","Division Of Materials Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1414",1414,"Mutation and Selection in Amerindian Tribes Residing in the Tropics","11/01/1974","07/31/1977",363100,"Continuing grant",8010208,"Direct For Biological Sciences","name not available","09/25/1974","05/06/1977",7411823,"James","Neel","11/01/1974","Principal Investigator","University of Michigan Ann Arbor","Ann Arbor",481091274,7347636438,"3003 South State St. Room 1062","United States","Michigan","MI","Division Of Environmental Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415",1415,"Turbulent Shear Flow Model For Chemical Lasers","06/01/1975","11/30/1977",45100,"Standard Grant",7020000,"Directorate For Engineering","name not available","04/16/1975","04/16/1975",7411828,"William","Bush","06/01/1975","Principal Investigator","University of California-San Diego","La Jolla",920930621,8585344896,"Office of Contract & Grant Admin","United States","California","CA","Div Of Chem, Bioeng, Env, & Transp Sys",1443,"FLUID DYNAMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416",1416,"Statistical Mechanics of Polymer Systems and Related Problems","05/01/1974","10/31/1977",93200,"Standard Grant",3070000,"Direct For Mathematical & Physical Scien","name not available","05/02/1974","05/12/1976",7411830,"Karl","Freed","05/01/1974","Principal Investigator","University of Chicago","Chicago",606375418,7737028669,"5801 South Ellis Avenue","United States","Illinois","IL","Division Of Materials Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417",1417,"Chemistry of Solids","07/01/1974","12/31/1976",50000,"Standard Grant",3070000,"Direct For Mathematical & Physical Scien","name not available","05/08/1974","05/08/1974",7411831,"Charles","Owens","07/01/1974","Principal Investigator","University of New Hampshire","Durham",38243585,6038622172,"51 COLLEGE RD SERVICE BLDG 107","United States","New Hampshire","NH","Division Of Materials Research",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418",1418,"The Distribution, Biochemical Activity, and Chemical Composition of Plankton in Antarctic Waters","02/01/1974","07/31/1975",69800,"Standard Grant",6090300,"Directorate For Geosciences","name not available","01/25/1974","01/25/1974",7411838,"Osmund","Holm-Hansen","02/01/1974","Principal Investigator","University of California-San Diego Scripps Inst of Oceanography","LA JOLLA",920930210,8585341293,"8602 La Jolla Shores Dr","United States","California","CA","Office of Polar Programs (OPP)",5111,"ANTARCTIC ORGANISMS & ECOSYST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
