"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.Investigator.FirstName.1","Award.Investigator.FirstName.2","Award.ProgramElement.Code.1","Award.ProgramElement.Text.1","Award.Investigator.FirstName.3","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramElement.Code.3","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.Investigator.FirstName.4","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Text.5","Award.ProgramElement.Code.7","Award.ProgramElement.Text.6","Award.ProgramElement.Code.8","Award.ProgramElement.Text.7","Award.ProgramElement.Code.9","Award.ProgramElement.Text.8","Award.ProgramElement.Code.10","Award.ProgramElement.Text.9","Award.ProgramElement.Code.11","Award.ProgramElement.Text.10","Award.ProgramElement.Code.12","Award.ProgramElement.Text.11","Award.ProgramElement.Code.13","Award.ProgramElement.Text.12","Award.ProgramElement.Code.14","Award.ProgramElement.Text.13","Award.ProgramElement.Code.15","Award.ProgramElement.Text.14","Award.ProgramElement.Code.16","Award.ProgramElement.Text.15","Award.ProgramElement.Code.17","Award.ProgramElement.Text.16","Award.ProgramElement.Code.18","Award.ProgramElement.Text.17","Award.ProgramElement.Code.19","Award.ProgramElement.Text.18","Award.ProgramElement.Code.20","Award.ProgramElement.Text.19","Award.ProgramElement.Code.21","Award.ProgramElement.Code.22","Award.ProgramElement.Code.23","Award.ProgramElement.Code.24","Award.ProgramElement.Code.25","Award.ProgramElement.Code.26","Award.ProgramElement.Code.27","Award.ProgramElement.Text.20","Award.ProgramElement.Code.28","Award.ProgramElement.Text.21","Award.ProgramElement.Code.29","Award.ProgramElement.Text.22","Award.ProgramElement.Code.30","Award.ProgramElement.Text.23","Award.ProgramElement.Code.31","Award.ProgramElement.Text.24","Award.ProgramElement.Code.32","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"751",751,"Transport of Energy, Charge Impurities, and Other Localized Defects in Insulating Solids With Emphasis on Detection By Optical Means","07/01/1972","02/28/1979",123600,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/18/1972","08/22/1977",7203136,"Wesley","Van Sciver","07/01/1972","Principal Investigator","Lehigh University","Bethlehem",180153005,6107583021,"Alumni Building 27","United States","Pennsylvania","PA",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1762,"SOLID STATE & MATERIALS CHEMIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",752,"Electrical Properties of Amorphous Semiconductors and Dynamic Properties of Liquid Crystals","06/01/1972","03/31/1976",122800,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/12/1972","03/17/1975",7203137,"Charles","Tarr","06/01/1972","Principal Investigator","University of Maine","ORONO",44695717,2075811484,"5717 Corbett Hall","United States","Maine","ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",753,"Quantized Vortex Rings, the A.C. Josephson Effect and Other Ofifice-Flow Phenomena in Heii","06/01/1972","11/30/1976",77300,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/19/1972","01/21/1975",7203138,"Robert","Hallock","06/01/1972","Principal Investigator","University of Massachusetts Amherst","Hadley",10359450,4135450698,"Research Administration Building","United States","Massachusetts","MA",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763,"QUANTUM SOLIDS & LIQUIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",754,"New Applications of the Radio Frequency Size Effect","06/01/1972","11/30/1976",104200,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/19/1972","05/22/1975",7203139,"Carl","Shiffman","06/01/1972","Principal Investigator","Northeastern University","BOSTON",21155005,6173732508,"360 HUNTINGTON AVE","United States","Massachusetts","MA",NA,NA,"Neighbor","06/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"James",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",755,"Fundamental Studies of Algaas-Gaas Heterojunctions For SolarEnergy Converters","06/15/1972","08/31/1977",97500,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/19/1972","08/26/1975",7203141,"Gerald","Pearson","06/15/1972","Principal Investigator","Stanford University","Palo Alto",943041212,6507232300,"3160 Porter Drive","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",756,"High Temperature Thermodynamic and Kinetic Investigations OfThe Formation of Transition Metal-Noble Metal Compounds","06/15/1972","11/30/1976",151000,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/22/1972","04/05/1974",7203144,"Wayne","Worrell","06/15/1972","Principal Investigator","Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",757,"Statistical Mechanics and Theory of Solids","07/01/1972","11/30/1976",122800,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","06/09/1972","05/21/1975",7203146,"Herbert","Callen","07/01/1972","Principal Investigator","University of Pennsylvania","Philadelphia",191046205,2158987293,"Research Services","United States","Pennsylvania","PA",NA,NA,"Harris","07/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A. Brooks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",758,"Physical Phenomena in Crystals Consisting of a Finite and Countable Number of Atoms in One Direction","06/01/1972","02/28/1977",155400,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/31/1972","12/08/1976",7203147,"Henn","Soonpaa","06/01/1972","Principal Investigator","University of North Dakota Main Campus","Grand Forks",582026059,7017774278,"University Station","United States","North Dakota","ND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",759,"Theoretical Studies in Solid State Physics","07/01/1972","12/31/1976",145900,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/25/1972","05/23/1975",7203149,"Thomas","Kaplan","07/01/1972","Co-Principal Investigator","Michigan State University","East Lansing",488242600,5173555040,"Office of Sponsored Programs","United States","Michigan","MI",NA,NA,"Harrison","07/01/1972","Principal Investigator","Woodruff","07/01/1972","Co-Principal Investigator","Mahanti","07/01/1972","Co-Principal Investigator",NA,NA,NA,"Michael","Truman",NA,NA,"Subhendra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",760,"Channeling and Radiation-Induced Defects in Alkali Halide Crystals","07/15/1972","11/30/1976",132200,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","06/05/1972","05/15/1974",7203154,"R.","Murray","07/15/1972","Principal Investigator","University of Delaware","Newark",197162553,3028312136,"210 Hullihen Hall","United States","Delaware","DE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",761,"Theory of Rate Processes in Solids","07/01/1972","06/30/1975",39800,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/25/1972","01/16/1975",7203155,"Jerome","Weiner","07/01/1972","Principal Investigator","Brown University","Providence",29129002,4018632777,"BOX 1929","United States","Rhode Island","RI",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1761,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",762,"Quasielastic Light Scattering From Quantum Crystals","06/01/1972","06/30/1977",113500,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","06/02/1972","11/23/1976",7203156,"Norman","Ford","06/01/1972","Principal Investigator","University of Massachusetts Amherst","Hadley",10359450,4135450698,"Research Administration Building","United States","Massachusetts","MA",1710,"CONDENSED MATTER PHYSICS","Langley","06/01/1972","Co-Principal Investigator","Hallock","06/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,"Kenneth","Robert",1763,"QUANTUM SOLIDS & LIQUIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",763,"Low Temperature Studies of Liquid He3-He4 Mixtures and SolidHd","07/01/1972","09/30/1976",78500,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/25/1972","04/24/1975",7203158,"Erlend","Graf","07/01/1972","Principal Investigator","SUNY at Stony Brook","Stony Brook",117940001,6316329949,"WEST 5510 FRK MEL LIB","United States","New York","NY",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763,"QUANTUM SOLIDS & LIQUIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",764,"Electroreflectance Studies of Metals","08/01/1972","12/31/1976",95800,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/25/1972","03/03/1975",7203159,"Bernhard","Seraphin","08/01/1972","Principal Investigator","University of Arizona","Tucson",857194824,5206266000,"888 N Euclid Ave","United States","Arizona","AZ",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1761,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",765,"Properties of Thin Magnetic Films","09/01/1972","08/31/1975",75000,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/19/1972","05/19/1972",7203161,"William","Wilson","09/01/1972","Principal Investigator","William Marsh Rice University","Houston",770051827,7133484820,"6100 MAIN ST","United States","Texas","TX",1730,"SPECIAL PROGRAMS IN MATERIALS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",766,"Rare Concentration Defect and Damage State Phenomena in Solids","07/01/1972","04/30/1977",58800,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/26/1972","11/04/1975",7203162,"Paul","Moran","07/01/1972","Principal Investigator","University of Wisconsin-Madison","MADISON",537151218,6082623822,"21 North Park Street","United States","Wisconsin","WI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",767,"Electric and Magnetic Properties of Rare Earth Compounds","06/15/1972","12/31/1975",41500,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/30/1972","12/12/1974",7203165,NA,"DATA NOT AVAILABLE","06/15/1972","Principal Investigator","Duke University","Durham",277054010,9196843030,"2200 W. Main St, Suite 710","United States","North Carolina","NC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",768,"The Microscopic Theory of Quantum Fluids and Extended Nuclear Systems","06/01/1972","05/31/1977",128400,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/19/1972","05/19/1975",7203166,"Eugene","Feenberg","06/01/1972","Co-Principal Investigator","Washington University","Saint Louis",631304862,3147474134,"CAMPUS BOX 1054","United States","Missouri","MO",1274,"GRAVITIONAL PHYSICS","Clark","06/01/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"John",NA,1276,"OTHER THEORETICAL",NA,1710,"CONDENSED MATTER PHYSICS",1763,NA,NA,NA,NA,"QUANTUM SOLIDS & LIQUIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",769,"Magnetic and Optical Properties of Solids and Gases","06/01/1972","11/30/1976",375400,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","06/01/1972","06/01/1976",7203168,"Thomas","Carver","06/01/1972","Principal Investigator","Princeton University","Princeton",85442020,6092583090,"Off. of Research & Proj. Admin.","United States","New Jersey","NJ",NA,NA,"Schnatterly","06/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",770,"Dislocations in Lif Under Shock Compression","06/01/1972","11/30/1977",300000,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/22/1972","04/30/1976",7203171,"George","Duvall","06/01/1972","Principal Investigator","Washington State University","PULLMAN",991641060,5093359661,"280 Lighty","United States","Washington","WA",1710,"CONDENSED MATTER PHYSICS","Fowles","06/01/1972","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"G. Richard",NA,1761,"SOLID STATE PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",771,"Experimental Study of Transport and Thermodynamic PropertiesNear Magnetic Ordering Temperatures","06/01/1972","11/30/1976",130100,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/25/1972","07/01/1976",7203172,"Jack","Crow","06/01/1972","Co-Principal Investigator","Temple University","PHILADELPHIA",191405104,2157077379,"3340 N. Broad Street","United States","Pennsylvania","PA",NA,NA,"Mihalisin","06/01/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",772,"Environmental Sensitivity of Structural Metals- Liquid MetalEmbrittlement","06/15/1972","09/30/1976",144200,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/19/1972","03/12/1975",7203178,"Norman","Breyer","06/15/1972","Principal Investigator","Illinois Institute of Technology","Chicago",606163717,3125673035,"10 West 35th Street","United States","Illinois","IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",773,"Pulsed Magnetic Resonance and Other Studies at Low Temperatures","07/01/1972","02/28/1977",180800,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/19/1972","05/20/1976",7203183,"Kazimierz","Luszczynski","07/01/1972","Co-Principal Investigator","Washington University","Saint Louis",631304862,3147474134,"CAMPUS BOX 1054","United States","Missouri","MO",1710,"CONDENSED MATTER PHYSICS","Norberg","07/01/1972","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Richard",NA,1763,"QUANTUM SOLIDS & LIQUIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",774,"Magnetic Impurity Effects in Metals","08/15/1972","09/30/1974",40100,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/26/1972","03/12/1974",7203184,"Val","Sapra","08/15/1972","Principal Investigator","CUNY City College","New York",100319101,2126505418,"Convent Ave at 138th St","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",775,"Light Scattering Studies of Anomalous Phase Transitions in Insulators and of Electron Spin- Flip in Wide Bandgap Semiconductors","06/01/1972","11/30/1976",150200,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","05/22/1972","10/26/1973",7203187,"James","Scott","06/01/1972","Principal Investigator","University of Colorado at Boulder","Boulder",803031058,3034926221,"3100 Marine Street, Room 481","United States","Colorado","CO",1710,"CONDENSED MATTER PHYSICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",776,"Theory of Solids and Liquids at Low Temperature","07/01/1972","12/31/1976",70300,"Standard Grant",3070300,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","06/19/1972","04/22/1974",7203197,NA,"DATA NOT AVAILABLE","07/01/1972","Principal Investigator","University of Minnesota-Twin Cities","Minneapolis",554552070,6126245599,"200 OAK ST SE","United States","Minnesota","MN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",777,"Environment-Affected Properties of Oxide Films As Related ToDefect Structure","09/01/1972","07/31/1976",63700,"Standard Grant",3070200,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available","08/21/1972","08/21/1972",7203201,"Owen","Devereux","09/01/1972","Principal Investigator","University of Connecticut","Storrs",62691133,8604863622,"438 Whitney Road Ext.","United States","Connecticut","CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
