"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.PhoneNumber","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.ProgramElement.Code.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.Investigator.FirstName.2","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.FirstName.3","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.Investigator.FirstName.4","Award.ProgramElement.Text.1","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.FoaInformation.Code.3","Award.FoaInformation.Name.3","Award.ProgramElement.Code.2","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6","Award.ProgramElement.Code.3","Award.ProgramElement.Text.3","Award.ProgramElement.Code.4","Award.ProgramElement.Text.4","Award.ProgramElement.Code.5","Award.ProgramElement.Code.6","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Code.9","Award.ProgramElement.Code.10","Award.ProgramElement.Code.11"
"489",489,"Theoretical Studies of Thermal Motions in Liquids and Polymer Systems","07/10/1970","07/31/1970",0,"Standard Grant",3090108,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7002101,"Stephen","Peck","07/10/1970","Principal Investigator","Stanford University","Palo Alto","943041212",6507232300,"3160 Porter Drive","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",490,"Chemistry of Singlet Oxygen and Related Topics","10/15/1970","10/31/1972",0,"Standard Grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7002102,"Robert","DATA NOT AVAILABLE","10/15/1970","Co-Principal Investigator","University of California-Los Angeles","LOS ANGELES","900951406",3107940102,"10889 Wilshire Boulevard","United States","California","CA",NA,"DATA NOT AVAILABLE","10/15/1970","Co-Principal Investigator",NA,NA,NA,"Pecora","10/15/1970","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",491,"Properties of Scattering Amplitudes at Very High Energies","06/01/1971","05/31/1973",0,"Standard Grant",3010500,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available",NA,NA,7002103,NA,"DATA NOT AVAILABLE","06/01/1971","Principal Investigator","Fisk University","nashville","372083051",6153298537,"1000 Seventeenth Avenue North","United States","Tennessee","TN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",492,"Photochemical Extrusion Reactions","06/01/1971","05/31/1974",0,"Continuing grant",3090102,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7002104,"Paul","Engel","06/01/1971","Principal Investigator","William Marsh Rice University","Houston","770051827",7133484820,"6100 MAIN ST","United States","Texas","TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",493,"Intermediate Boron Hydrides and Their Derivatives","08/05/1970","08/31/1972",0,"Continuing grant",3090302,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7002105,"Sheldon","Shore","08/05/1970","Principal Investigator","Ohio State University","Columbus","432101016",6146888735,"Office of Sponsored Programs","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",494,"Plasma Interactions Near Condensed Magnetized Stars","06/01/1971","05/31/1973",0,"Standard Grant",3020101,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available",NA,NA,7002106,"F.Curtis","Michel","06/01/1971","Principal Investigator","William Marsh Rice University","Houston","770051827",7133484820,"6100 MAIN ST","United States","Texas","TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",495,"Astrophysical Applications of Microscopic Many- Body Theory","02/01/1971","01/31/1973",0,"Standard Grant",3010500,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available",NA,NA,7002107,"David","Pines","02/01/1971","Principal Investigator","University of Illinois at Urbana-Champaign","CHAMPAIGN","618207473",2173332187,"SUITE A","United States","Illinois","IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",496,"Nuclear Structure Theory","09/01/1971","08/31/1977",0,"Standard Grant",3010500,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available",NA,NA,7002108,"Karl","Hecht","09/01/1971","Principal Investigator","University of Michigan Ann Arbor","Ann Arbor","481091274",7347636438,"3003 South State St. Room 1062","United States","Michigan","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",497,"Radio and Radar Astronomy at Haystack Observatory","10/01/1970","05/31/1976",0,"Standard Grant",3020500,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available",NA,NA,7002109,"Paul","Sebring","10/01/1970","Principal Investigator","Northeast Radio Observatory Corp","Cambridge","021394307",6172531975,"77 Massachusetts Ave","United States","Massachusetts","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",498,"Photometry of Rapid Blue Variable Stars","04/23/1971","04/30/1973",0,"Standard Grant",3020400,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available",NA,NA,7002110,"Robert","Nathans","04/23/1971","Co-Principal Investigator","University of Texas at Austin","Austin","787121532",5124716424,"101 E. 27th Street, Suite 5.300","United States","Texas","TX","R. Edward","Nather","04/23/1971","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",499,"Infrared Spectra of the Lattice Vibrations of Molecular Crystals","11/15/1970","11/30/1972",0,"Standard Grant",3090106,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7002111,"H.","Friedrich","11/15/1970","Principal Investigator","University of Iowa","IOWA CITY","522421320",3193352123,"2 GILMORE HALL","United States","Iowa","IA","R. Edward","Nather","11/15/1970","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",500,"Single Scale For Electrode Potentials in Different Solvents","01/01/1971","12/31/1973",0,"Standard Grant",3090308,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7002112,"Orest","Popovych","01/01/1971","Principal Investigator","CUNY Brooklyn College","Brooklyn","112102889",7189515622,"Office of Research & Sponsored P","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",501,"Magnetic Resonance Investigations of Paramagnetic Molecules","12/01/1970","11/30/1972",0,"Standard Grant",3090105,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7002113,"Robert","Kreilick","12/01/1970","Principal Investigator","University of Rochester","Rochester","146270140",5852754031,"518 HYLAN, RC BOX 270140","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",502,"Short Time Reactions in High-Voltage Spark Discharges","05/15/1971","05/31/1973",0,"Standard Grant",3090308,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available",NA,NA,7002114,"Ramon","Barnes","05/15/1971","Principal Investigator","University of Massachusetts Amherst","Hadley","010359450",4135450698,"Research Administration Building","United States","Massachusetts","MA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",503,"Phonon Physics","10/01/1970","09/30/1972",0,"Standard Grant",3070003,"Direct For Mathematical & Physical Scien","Division Of Materials Research","name not available",NA,NA,7002115,"Edward","Jacobsen","10/01/1970","Principal Investigator","University of Rochester","Rochester","146270140",5852754031,"518 HYLAN, RC BOX 270140","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",504,"Wave-Plasma Studies","09/01/1970","08/31/1973",0,"Standard Grant",3010100,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available",NA,NA,7002116,"Jay","Hirshfield","09/01/1970","Principal Investigator","Yale University","New Haven","065208327",2037854689,"Office of Sponsored Projects","United States","Connecticut","CT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",505,"Pseudopotential Methods in Physics","02/15/1971","02/28/1973",0,"Standard Grant",3010500,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available",NA,NA,7002117,NA,"DATA NOT AVAILABLE","02/15/1971","Principal Investigator","Stanford University","Palo Alto","943041212",6507232300,"3160 Porter Drive","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",506,"Spherical Functions Over P-Adic Fields","09/15/1970","09/30/1972",0,"Standard Grant",3040100,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available",NA,NA,7002118,NA,"DATA NOT AVAILABLE","09/15/1970","Principal Investigator","Bowdoin College","Brunswick","040118451",2077253767,"6000 COLLEGE STA","United States","Maine","ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",507,"Structure and Evolution of Very Low Mass Stars","06/01/1971","05/31/1973",0,"Standard Grant",3020400,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available",NA,NA,7002119,"Allen","Grossman","06/01/1971","Principal Investigator","Iowa State University","AMES","500112207",5152945225,"1138 Pearson","United States","Iowa","IA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",508,"Nuclear Reactions and Spectroscopy","12/01/1970","12/01/1973",1233900,"Standard Grant",3010400,"Direct For Mathematical & Physical Scien","Division Of Physics","name not available","01/10/1974","01/10/1974",7002120,NA,"DATA NOT AVAILABLE","12/01/1970","Principal Investigator","Florida State University","TALLAHASSEE","323064166",8506445260,"874 Traditions Way, 3rd Floor","United States","Florida","FL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",509,"Radio-Frequency Radiation From Interstellar Atoms and Molecules","11/01/1970","02/28/1977",79400,"Standard Grant",3020400,"Direct For Mathematical & Physical Scien","Division Of Astronomical Sciences","name not available","10/13/1970","03/16/1976",7002133,"Bert","Zuckerman","11/01/1970","Principal Investigator","University of Maryland College Park","COLLEGE PARK","207425141",3014056269,"3112 LEE BLDG 7809 Regents Drive","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",510,"Metallocarbon Chemistry","02/01/1971","01/31/1977",49100,"Standard Grant",3090302,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","12/31/1970","08/15/1973",7002145,"Donald","Matteson","02/01/1971","Principal Investigator","Washington State University","PULLMAN","991641060",5093359661,"280 Lighty","United States","Washington","WA",NA,NA,NA,NA,1932,"SYNTHETIC INORGANIC & ORGANOME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",511,"Arithmetic Properties of Algebraic Varieties","12/01/1970","05/31/1976",69300,"Standard Grant",3040104,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","09/18/1970","10/23/1973",7002153,"Takashi","Ono","12/01/1970","Principal Investigator","Johns Hopkins University","Baltimore","212182608",4105168668,"3400 N CHARLES ST","United States","Maryland","MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",512,"Chemistry of Strained Ring Compounds","12/01/1971","05/31/1977",90700,"Continuing grant",3090302,"Direct For Mathematical & Physical Scien","Division Of Chemistry","name not available","12/02/1971","11/19/1975",7002165,"Nicholas","Turro","12/01/1971","Principal Investigator","Columbia University","NEW YORK","100276902",2128546851,"2960 Broadway","United States","New York","NY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",513,"Sequential Analysis","06/01/1973","11/30/1976",26200,"Standard Grant",3040101,"Direct For Mathematical & Physical Scien","Division Of Mathematical Sciences","name not available","05/04/1973","03/20/1975",7002173,"Gary","Lorden","06/01/1973","Principal Investigator","California Institute of Technology","PASADENA","911250600",6263956219,"1200 E California Blvd","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",514,"Theoretical Investigation of Diachronic Syntax","09/01/1970","08/31/1977",127400,"Standard Grant",4040000,"Direct For Social, Behav & Economic Scie","Division Of Behavioral and Cognitive Sci","name not available","05/27/1970","04/30/1975",7002248,"Winfred","Lehmann","09/01/1970","Principal Investigator","University of Texas at Austin","Austin","787121532",5124716424,"101 E. 27th Street, Suite 5.300","United States","Texas","TX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",515,"Money and Economic Growth","07/01/1970","06/30/1977",174200,"Standard Grant",4040600,"Direct For Social, Behav & Economic Scie","Division Of Behavioral and Cognitive Sci","name not available","05/27/1970","06/25/1976",7002249,"Jerome","Stein","07/01/1970","Principal Investigator","Brown University","Providence","029129002",4018632777,"BOX 1929","United States","Rhode Island","RI",NA,NA,NA,NA,1320,"ECONOMICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",516,"Objective and Intersubjective Considerations in Decision Theory","07/01/1970","06/30/1974",45700,"Standard Grant",8080301,"Direct For Biological Sciences","Div Of Biological Infrastructure","name not available","05/27/1970","07/01/1973",7002254,"Richard","Jeffrey","07/01/1970","Principal Investigator","University of Pennsylvania","Philadelphia","191046205",2158987293,"Research Services","United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",517,"Modes of Response to Inequity","09/01/1970","02/28/1977",150000,"Standard Grant",8040200,"Direct For Biological Sciences","Emerging Frontiers","name not available","08/10/1970","03/02/1976",7002279,"Gerald","Leventhal","09/01/1970","Principal Investigator","Wayne State University","Detroit","482023622",3135772424,"5057 Woodward","United States","Michigan","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",518,"Archaeology of Solvieux","10/01/1970","11/30/1976",114500,"Standard Grant",4040400,"Direct For Social, Behav & Economic Scie","Division Of Behavioral and Cognitive Sci","name not available","08/06/1970","11/10/1975",7002286,"James","Sackett","10/01/1970","Principal Investigator","University of California-Los Angeles","LOS ANGELES","900951406",3107940102,"10889 Wilshire Boulevard","United States","California","CA",NA,NA,NA,NA,1310,"ANTHROPOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",519,"Acquisition of Social Science Data on Africa","09/01/1970","02/29/1976",54300,"Continuing grant",8040200,"Direct For Biological Sciences","Emerging Frontiers","name not available","08/19/1970","08/19/1970",7002291,"Robert","Gregory","09/01/1970","Principal Investigator","Syracuse University","SYRACUSE","132441200",3154432807,"OFFICE OF SPONSORED PROGRAMS","United States","New York","NY",NA,NA,NA,NA,1350,"BBS-INT COUNC OF SCIE UNS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",520,"Excavation and Analysis of Mississippian Sites in Missouri","09/01/1970","02/28/1978",112600,"Standard Grant",4040400,"Direct For Social, Behav & Economic Scie","Division Of Behavioral and Cognitive Sci","name not available","08/17/1970","03/10/1975",7002298,"James","Griffin","09/01/1970","Principal Investigator","University of Michigan Ann Arbor","Ann Arbor","481091274",7347636438,"3003 South State St. Room 1062","United States","Michigan","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",521,"Early Phases of Hominid and Pongid Evolution","09/15/1970","12/31/1976",148500,"Standard Grant",4040400,"Direct For Social, Behav & Economic Scie","Division Of Behavioral and Cognitive Sci","name not available","08/27/1970","08/04/1976",7002309,"David","Pilbeam","09/15/1970","Principal Investigator","Yale University","New Haven","065208327",2037854689,"Office of Sponsored Projects","United States","Connecticut","CT",NA,NA,NA,NA,1310,"ANTHROPOLOGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",522,"Special Program of Research Seminars and Conferences to Be Conducted By the Mathematical Social Science Board","02/01/1971","06/30/1977",1076000,"Standard Grant",8040200,"Direct For Biological Sciences","Emerging Frontiers","name not available","10/19/1970","02/10/1977",7002316,NA,"DATA NOT AVAILABLE","02/01/1971","Principal Investigator","Center For Adv Study in the Behavioral Science","Stanford","943058006",6503212052,"75 Alta Road","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",523,"A Quantitative Investigation of Economic Growth","10/15/1970","08/31/1973",55300,"Standard Grant",4040600,"Direct For Social, Behav & Economic Scie","Division Of Behavioral and Cognitive Sci","name not available","09/25/1970","09/25/1970",7002318,NA,"DATA NOT AVAILABLE","10/15/1970","Principal Investigator","American University","Washington","200168001",2028853440,"4400 Massachusetts Avenue, NW","United States","District of Columbia","DC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524",524,"Analysis of the Miwok Family of Californian Indian Languages","01/01/1971","11/30/1977",41500,"Standard Grant",4040400,"Direct For Social, Behav & Economic Scie","Division Of Behavioral and Cognitive Sci","name not available","12/08/1970","10/20/1975",7002342,"Catherine","Callaghan","01/01/1971","Principal Investigator","Ohio State University","Columbus","432101016",6146888735,"Office of Sponsored Programs","United States","Ohio","OH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",525,"Adaptive Forecasting in Macroeconomic Systems","12/01/1970","02/29/1976",118200,"Standard Grant",4040600,"Direct For Social, Behav & Economic Scie","Division Of Behavioral and Cognitive Sci","name not available","12/15/1970","09/23/1972",7002344,NA,"DATA NOT AVAILABLE","12/01/1970","Principal Investigator","University of California-Berkeley","BERKELEY","947045940",5106428109,"Sponsored Projects Office","United States","California","CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",526,"Price Formation in Capital Markets","04/01/1971","06/30/1977",121400,"Standard Grant",4040600,"Direct For Social, Behav & Economic Scie","Division Of Behavioral and Cognitive Sci","name not available","03/18/1971","12/15/1975",7002350,"Eugene","Fama","04/01/1971","Principal Investigator","University of Chicago","Chicago","606375418",7737028669,"5801 South Ellis Avenue","United States","Illinois","IL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
