"","X","Award.AwardTitle","Award.AwardEffectiveDate","Award.AwardExpirationDate","Award.AwardAmount","Award.AwardInstrument.Value","Award.Organization.Code","Award.Organization.Directorate.LongName","Award.Organization.Division.LongName","Award.ProgramOfficer.SignBlockName","Award.MinAmdLetterDate","Award.MaxAmdLetterDate","Award.AwardID","Award.Investigator.FirstName","Award.Investigator.LastName","Award.Investigator.StartDate","Award.Investigator.RoleCode","Award.Institution.Name","Award.Institution.CityName","Award.Institution.ZipCode","Award.Institution.StreetAddress","Award.Institution.CountryName","Award.Institution.StateName","Award.Institution.StateCode","Award.Institution.PhoneNumber","Award.ProgramElement.Code","Award.ProgramElement.Text","Award.Investigator.FirstName.1","Award.Investigator.LastName.1","Award.Investigator.StartDate.1","Award.Investigator.RoleCode.1","Award.Investigator.LastName.2","Award.Investigator.StartDate.2","Award.Investigator.RoleCode.2","Award.ProgramElement.Code.1","Award.Investigator.FirstName.2","Award.Investigator.FirstName.3","Award.Investigator.LastName.3","Award.Investigator.StartDate.3","Award.Investigator.RoleCode.3","Award.Investigator.FirstName.4","Award.Investigator.LastName.4","Award.Investigator.StartDate.4","Award.Investigator.RoleCode.4","Award.ProgramElement.Text.1","Award.FoaInformation.Code","Award.FoaInformation.Name","Award.FoaInformation.Code.1","Award.FoaInformation.Name.1","Award.FoaInformation.Code.2","Award.FoaInformation.Name.2","Award.ProgramElement.Code.2","Award.ProgramElement.Code.3","Award.ProgramElement.Text.2","Award.ProgramReference.Code","Award.ProgramReference.Text","Award.ProgramReference.Code.1","Award.ProgramReference.Text.1","Award.ProgramElement.Code.4","Award.ProgramElement.Text.3","Award.ProgramElement.Code.5","Award.ProgramElement.Text.4","Award.ProgramElement.Code.6","Award.ProgramElement.Code.7","Award.ProgramElement.Code.8","Award.ProgramElement.Text.5","Award.ProgramElement.Code.9","Award.ProgramElement.Text.6","Award.ProgramElement.Code.10","Award.ProgramElement.Text.7","Award.ProgramElement.Code.11","Award.ProgramElement.Text.8","Award.ProgramElement.Code.12","Award.ProgramElement.Text.9","Award.Institution.Name.1","Award.Institution.Name.2","Award.Institution.Name.3","Award.Institution.Name.4","Award.Institution.Name.5","Award.Institution.Name.6"
"629",629,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",6000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/25/1970","11/25/1970",7103978,"Jeremy","Taylor","11/25/1970","Principal Investigator","Freed-Hardeman University","Henderson",383402341,"158 East Main","United States","Tennessee","TN",7319896931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",630,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",10158,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/25/1970","11/25/1970",7103979,"Jeremy","Taylor","11/25/1970","Principal Investigator","King University","Bristol",376202649,"King College Road","United States","Tennessee","TN",4236524861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",631,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",2000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/25/1970","11/25/1970",7103983,"Jeremy","Taylor","11/25/1970","Principal Investigator","Cooke County College","Gainesville",762410815,"P O BOX 815","United States","Texas","TX",8176687731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",632,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",2000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/25/1970","11/25/1970",7103984,"Jeremy","Taylor","11/25/1970","Principal Investigator","Hardin-Simmons University","Abilene",796980001,"2200 Hickory","United States","Texas","TX",3256701210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",633,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",10270,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/25/1970","11/25/1970",7103985,"Jeremy","Taylor","11/25/1970","Principal Investigator","Huston-Tillotson University","Austin",787022753,"900 Chicon","United States","Texas","TX",5125053077,2100,"INSTITUTIONAL GRANTS SCI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",634,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",10293,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/25/1970","11/25/1970",7103990,"Jeremy","Taylor","11/25/1970","Principal Investigator","Texas Lutheran College","Seguin",781555978,"1000 W Court Street","United States","Texas","TX",5123794161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",635,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",10000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/25/1970","11/25/1970",7103995,"Jeremy","Taylor","11/25/1970","Principal Investigator","Lynchburg College","Lynchburg",245010000,"1501 Lakeside Drive","United States","Virginia","VA",4345448200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",636,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",8000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/25/1970","11/25/1970",7103997,"Ronald","DATA NOT AVAILABLE","11/25/1970","Co-Principal Investigator","Radford University","Radford",241426926,"Box 6926","United States","Virginia","VA",5408315035,2100,"INSTITUTIONAL GRANTS SCI","Edmund","Myers","11/25/1970","Co-Principal Investigator","Joyce","11/25/1970","Co-Principal Investigator",NA,"-.",NA,"None","11/25/1970","Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",637,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",2000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/25/1970","11/25/1970",7104003,"Jeremy","Taylor","11/25/1970","Principal Investigator","Glenville State College","Glenville",263511200,"200 High Street","United States","West Virginia","WV",3044627361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",638,"1970 Institutional Grants For Science","11/25/1970","11/30/1971",2000,"Standard Grant",10030000,"Office of Budget, Finance, & Award Management","Division of Grants and Agreements","name not available","11/25/1970","11/25/1970",7104006,"Jeremy","Taylor","11/25/1970","Principal Investigator","Sheridan College","Sheridan",828011500,"P O Box 1500","United States","Wyoming","WY",3076746446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",639,"1970 Institutional Grants For Science","11/25/1970","09/30/1971",30005,"Standard Grant",7000000,"Directorate For Engineering","Directorate For Engineering","name not available","11/25/1970","12/31/1973",7104007,".","None","11/25/1970","Principal Investigator","CUNY Herbert H. Lehman College","Bronx",104681589,"250 Bedford Park Blvd West","United States","New York","NY",7189608107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",640,"Studies of Earth Tides and of Earth's Free Vibrations at South Pole","01/15/1971","03/31/1977",390700,"Standard Grant",6090300,"Directorate For Geosciences","Office of Polar Programs (OPP)","name not available","02/12/1971","10/30/1975",7104023,"Louis","Slichter","01/15/1971","Principal Investigator","University of California-Los Angeles","LOS ANGELES",900951406,"10889 Wilshire Boulevard","United States","California","CA",3107940102,5112,"ANTARCTIC EARTH SCIENCES","Leon","Knopoff","01/15/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",641,"Airborne Measurements of Energy Transfers in the Davis Strait Area","04/01/1971","12/31/1977",200800,"Standard Grant",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","03/23/1971","06/24/1977",7104025,"Roger","Barry","04/01/1971","Principal Investigator","University of Colorado at Boulder","Boulder",803031058,"3100 Marine Street, Room 481","United States","Colorado","CO",3034926221,5214,"METEOROLOGY (ARCTIC RESEARCH)",NA,NA,NA,NA,NA,NA,NA,5280,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARCTIC NATURAL SCIENCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",642,"Dynamics and Thermodynamics of Arctic Sea Ice","05/01/1971","12/31/1976",2261600,"Standard Grant",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","05/04/1971","07/01/1975",7104031,"Robert","Pritchard","05/01/1971","Co-Principal Investigator","University of Washington","Seattle",981950001,"4333 Brooklyn Ave NE","United States","Washington","WA",2065434043,5214,"METEOROLOGY (ARCTIC RESEARCH)","Max","Coon","05/01/1971","Principal Investigator",NA,NA,NA,5271,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARCTIC OFFSHORE RES PROG",NA,NA,NA,NA,NA,NA,5280,NA,"ARCTIC NATURAL SCIENCES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",643,"Energetic Electron Precipitation Near the Plasmapause","07/01/1971","12/31/1974",78200,"Continuing grant",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","05/28/1971","05/28/1971",7104036,"David","Matthews","07/01/1971","Principal Investigator","University of Maryland College Park","COLLEGE PARK",207425141,"3112 LEE BLDG 7809 Regents Drive","United States","Maryland","MD",3014056269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",644,"Magnetosphere Structure & Low-Energy Cosmic Ray Cutoffs","07/01/1971","06/30/1977",252800,"Standard Grant",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","05/28/1971","01/16/1975",7104039,"James","Barcus","07/01/1971","Principal Investigator","University of Denver Research Institute","Denver",80210,NA,"United States","Colorado","CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",645,"Soil Plant Interactions and Lemming Herbivore Impact on Tundra Vegetation","04/15/1971","03/31/1976",48200,"Standard Grant",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","05/11/1971","09/23/1975",7104047,"Jeremy","Taylor","04/15/1971","Principal Investigator","University of California-Berkeley","BERKELEY",947045940,"Sponsored Projects Office","United States","California","CA",5106428109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",646,"Midday Auroras at the South Pole Station","08/01/1971","07/31/1976",76000,"Standard Grant",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","05/25/1971","03/04/1977",7104051,"Syun-Ichi","Akasofu","08/01/1971","Principal Investigator","University of Alaska Fairbanks Campus","Fairbanks",997757880,"West Ridge Research Bldg 008","United States","Alaska","AK",9074747301,5115,"Antarctic Astrophys&Geosp Sci",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",647,"Conservation Problems of Antarctica and Circumpolar Waters","06/15/1971","09/30/1977",22000,"Standard Grant",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","06/15/1971","08/16/1974",7104055,"Bruce","Parker","06/15/1971","Principal Investigator","Virginia Polytechnic Institute and State University","BLACKSBURG",240610001,"Sponsored Programs 0170","United States","Virginia","VA",5402315281,5111,"ANTARCTIC ORGANISMS & ECOSYST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",648,"Cooperative Systematics Studies in Antarctic Biology","01/01/1972","07/31/1978",42800,"Interagency Agreement",6090300,"Directorate For Geosciences","Division Of Polar Programs","name not available","11/01/1971","08/15/1977",7104058,"Betty","Landrum","01/01/1972","Principal Investigator","Smithsonian Institution","Arlington",222023709,"Office of Sponsored Projects","United States","Virginia","VA",2026337110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",649,"Science Mobile Laboratory Project For District of Columbia Schools and Community","01/21/1971","12/31/1973",137472,"Standard Grant",5010200,"Direct For Computer & Info Scie & Enginr","Division of Computing and Communication Foundations","name not available","01/21/1971","12/31/1971",7104082,"Barry","Preedom","01/21/1971","Principal Investigator","University of the District of Columbia","Washington",200081122,"4200 Connecticut Ave NW","United States","District of Columbia","DC",2022746260,0,"SCIENCE ED FOR PRE-COLLEG",NA,NA,NA,NA,NA,NA,NA,7111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SECON SCHOOL STUDENT TRAI",NA,NA,NA,NA,NA,NA,7616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",650,"Leadership Preparation For Implementation of Science Curriculum Improvement Study (Scis) in Urban and Suburban Areas","01/15/1971","07/31/1972",49100,"Standard Grant",5010000,"Direct For Computer & Info Scie & Enginr","Division of Computing and Communication Foundations","name not available","01/15/1971","01/15/1971",7104095,"Chester","Raun","01/15/1971","Principal Investigator","Temple University","PHILADELPHIA",191405104,"3340 N. Broad Street","United States","Pennsylvania","PA",2157077379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",651,"Leadership Preparation For Implementation of the Uicsm Program For Slow Learners and Underachievers","01/15/1971","07/31/1972",49600,"Standard Grant",5010100,"Direct For Computer & Info Scie & Enginr","Division of Computing and Communication Foundations","name not available","01/15/1971","01/15/1971",7104096,"Stanley","Lejeune","01/15/1971","Principal Investigator","McNeese State University","Lake Charles",706090000,"Box 90655","United States","Louisiana","LA",3374755124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652",652,"Cooperative College School Science","12/11/1970","12/31/1970",29036,"Standard Grant",5010000,"Direct For Computer & Info Scie & Enginr","Division of Computing and Communication Foundations","name not available","12/11/1970","12/11/1970",7104104,"Jeremy","Taylor","12/11/1970","Principal Investigator","Augustana College","Sioux Falls",571970001,"2001 S. Summit Ave.","United States","South Dakota","SD",6052744090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653",653,"Cooperative College School Science","12/11/1970","12/31/1970",24429,"Standard Grant",5010200,"Directorate for Computer & Information Science & Engineering","Division of Computer and Communication Foundations","name not available","12/11/1970","12/11/1970",7104117,"George","Stratopoulos","12/11/1970","Principal Investigator","US INTL U CAL WEST U CAMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654",654,"Cooperative College School Science","12/11/1970","12/31/1970",26928,"Standard Grant",5010200,"Direct For Computer & Info Scie & Enginr","Division of Computing and Communication Foundations","name not available","12/11/1970","12/11/1970",7104118,"Jeremy","Taylor","12/11/1970","Principal Investigator","Grambling State University","Grambling",712452715,"P.O.Drawer 607","United States","Louisiana","LA",3182746117,7312,"CAREERS-SEC SUPER (LSI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655",655,"The Del Mod System Project - a Sys Approach to Sci Ed in Delaware","03/15/1971","10/31/1977",1662358,"Standard Grant",5010000,"Direct For Computer & Info Scie & Enginr","Division of Computing and Communication Foundations","name not available","03/15/1971","09/17/1976",7104129,"Charlotte","Purnell","03/15/1971","Principal Investigator","University of Delaware","Newark",197162553,"210 Hullihen Hall","United States","Delaware","DE",3028312136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656",656,"Conferences to Mobilize Leadership For Change in Pennsylvania Elementary School Science Programs","03/01/1971","06/30/1976",44300,"Standard Grant",5010100,"Direct For Computer & Info Scie & Enginr","Division of Computing and Communication Foundations","name not available","04/19/1971","10/10/1975",7104130,"Irvin","Edgar","03/01/1971","Principal Investigator","Pennsylvania Department of Education","Harrisburg",17126,NA,"United States","Pennsylvania","PA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",657,"Summer Institute in Physics For Secondary School Teachers","12/28/1971","09/30/1972",15744,"Standard Grant",5010000,"Direct For Computer & Info Scie & Enginr","Division of Computing and Communication Foundations","name not available","12/06/1971","12/06/1971",7104163,"C.","Oconnor","12/28/1971","Principal Investigator","Manhattan College","Bronx",104714004,"4513 Manhattan College Parkway","United States","New York","NY",7188627268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",658,"Geosecs- Operations Staff","01/01/1971","12/31/1975",4350300,"Standard Grant",6040300,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","02/25/1971","11/11/1975",7104196,"Arnold","Bainbridge","01/01/1971","Principal Investigator","University of California-San Diego Scripps Inst of Oceanography","LA JOLLA",920930210,"8602 La Jolla Shores Dr","United States","California","CA",8585341293,5610,"ENVIRONMENTAL QUALITY",NA,NA,NA,NA,NA,NA,NA,5620,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENVIRONMENTAL FORECASTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659",659,"Geosecs- Acquisition and Construction of Shipboard Analytical Equipment and Hydrographic and Sampling Systems","02/25/1971","06/30/1976",1213000,"Standard Grant",6040300,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","02/25/1971","12/21/1973",7104197,"Harmon","Craig","02/25/1971","Principal Investigator","University of California-San Diego Scripps Inst of Oceanography","LA JOLLA",920930210,"8602 La Jolla Shores Dr","United States","California","CA",8585341293,5610,"ENVIRONMENTAL QUALITY",NA,NA,NA,NA,NA,NA,NA,5620,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENVIRONMENTAL FORECASTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",660,"Geosecs- C14 Facility and Analysis of Ocean Water Samples","02/25/1971","01/31/1977",267500,"Standard Grant",6040300,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","02/25/1971","10/17/1974",7104200,"Minze","Stuiver","02/25/1971","Principal Investigator","University of Washington","Seattle",981950001,"4333 Brooklyn Ave NE","United States","Washington","WA",2065434043,5610,"ENVIRONMENTAL QUALITY",NA,NA,NA,NA,NA,NA,NA,5620,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENVIRONMENTAL FORECASTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",661,"Geosecs- Isotopic Measurements (C13/C12o18/O16d/H) in Dissolved Inorganic Carbon, Atmospheric Co2, Dissolved Oxygen and Atmospheric Water Vapor","02/25/1971","06/30/1976",201300,"Standard Grant",6040300,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","02/25/1971","10/17/1974",7104202,"Peter","Kroopnick","02/25/1971","Principal Investigator","University of Hawaii","HONOLULU",968222234,"2440 Campus Road, Box 368","United States","Hawaii","HI",8089567800,5610,"ENVIRONMENTAL QUALITY",NA,NA,NA,NA,NA,NA,NA,5620,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ENVIRONMENTAL FORECASTING",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",662,"Collaborative Research in Paleo-Oceanographic Studies of Late Quaternary Ocean Circulation and Climate in the Northern Atlantic and Pacific Oceans","05/01/1971","10/31/1976",1794800,"Standard Grant",6040300,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","05/27/1971","10/10/1975",7104204,"James","Hays","05/01/1971","Principal Investigator","Columbia University Lamont Doherty Earth Observatory","Palisades",10964,"Rt 9W","United States","New York","NY",9143592900,NA,NA,"Rose","Cline","05/01/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663",663,"Collaborative Research in Paleo-Oceanographic Studies of Late Quaternary Ocean Circulation Climate in the Northern Atlantic and Pacific Oceans","05/01/1971","07/31/1977",837900,"Standard Grant",6040300,"Directorate For Geosciences","Division Of Ocean Sciences","name not available","05/27/1971","02/21/1974",7104205,"Sydney","Webb","05/01/1971","Principal Investigator","Brown University","Providence",29129002,"BOX 1929","United States","Rhode Island","RI",4018632777,5620,"ENVIRONMENTAL FORECASTING","Robert","Matthews","05/01/1971","Co-Principal Investigator","Matthews","05/01/1971","Co-Principal Investigator",NA,"Robley","Thompson","Webb III","05/01/1971","Co-Principal Investigator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
